ID,Identification,Company,Company (Chinese),Displayed Investee Name (English),Link Investor ID (Investee for InvesteeRcd),Displayed Investee Name verification status (20110801),Address 1,Address 2,City,State / Province,Zip / Postal Code,(Old 20110803) Country,Link_Country ID (Investee Location),Registered Address,Address (in Local Language exclude English),E-mail Address,Web site,Tel1_Country_Code,Tel1,Fax1_Country_Code,Fax1,Listing Status,Stock Code,Listed Stock Exchange,Listed Country,Listed Date,Delisted,Delisted Date,Link_Industry ID,Link_Tech_cate_ID_investee,Link_artificial_intelligence_cate_ID_investee,Link_semiconductor_cate_ID_investee,Link_battery_cate_ID_investee,Link_electric_vehicle_cate_ID_investee,Link_real_asset_cate_ID_investee,Link_healthcare_cate_ID_investee,Link_SRI Focus ID,Remarks,Link_Year ID (Investee established year),Link_Month ID (Investee established month),Background,APER-Include in Stock Watch?,Controlling Stake?,Internet related?,Ecommerce,(Old 20111122) Internet related,Infrastructure Deal?,(Old 20111122) Infrastructure Deal,Filing Section,First Day Closing Price,APER-Include in Stock Watch,Document Scanning Date,Date entered_Firm,LastModified_Firm,UpdatedBy_Firm,(Old moved 20110421) Real Estate Deal?
2871,,"Intelenet Global Services Pvt Ltd",,"Intelenet Global Services Pvt Ltd",,"To be checked by RT","Intelenet Towers, Plot CST No. 1406 - A28, Mindspace, Malad West",,"Mumbai",,"400064","INDIA",18,,,"sandeep_a@intelenetglobal.com","www.intelenetglobal.com","91 22","6677 6000","91 22","6677 8210","Unlisted",,,,,0,,117,,,,,,,,,"2nd: Blackstone buys Serco BPO unit, which primarily made up of the businesses of the original Intelenet, for GBP 250m. (GBP 220m in cash and GBP 30m vendor note)",,,"Intelenet is a global BPO company led by the Intelenet Management team, backed by Blackstone, a leading Global Private Equity Player. 
While Blackstone, the majority stake holder, provides the financial strength Intelenet needs to lead in a global marketplace, Intelenet’s Management team, which has been with Intelenet since inception, has been instrumental in driving the growth experienced by the company. 
Blackstone has been a leader in the field of private equity investing since 1987, managing over $32.4 billion through Blackstone Capital Partners. Blackstone, with investments in over 100 companies amounting to over $191 billion has a superb record in financing companies. Blackstone’s support is testimony to the strength of the Intelenet brand, the management team and the potential of the global BPO industry and will provide Intelenet with the necessary thrust to help augment our growth trajectory and vision.
Our highly specialized BPO expertise enables Intelenet to cost-effectively align practical solutions with the specific outsourcing strategies and needs of our client base. In addition, Intelenet has built a robust infrastructure consisting of state-of-the-art facilities strategically located throughout globe. Our facilities are staffed by employees who continuously out-perform client expectations.
Intelenet's delivery platform is further strengthened by the collective experience of our executive management team. Spanning numerous industries and specialties, their proven knowledge provides each client with increased value and a strong framework for success. Clients also derive tremendous value from our ability to consistently provide operational excellence, significant cost reduction and energized partnerships. The entire Intelenet team, from executives to front-line agents, puts the customer first.",0,0,0,0,0,0,0,,,,,"06/28/07 12:18:54","06/19/18 17:08:25","bchang",0
2505,,"TOWONA Media Holding Company Limitd","世通華纳移動電視傳媒集團有限公司","TOWONA Media Holding Co Ltd",,"Updated by other person","Room 23, Block 2, Zhubang 2000 Office Tower,","No. 99 West Balizhuang Li, Chaoyang District","Beijing",,"100 025","PEOPLE'S REPUBLIC OF CHINA",38,,,"admin@towona.com.cn","www.towona.com","86 10","5927 0000","86 10","5927 0010","Unlisted",,,,,0,,81,,,,,,,,,"3th Round (Jan 2008): Baring invested US$50m as convertibile Loan 
4th Round (Mar 2009): Baring invested US$15m as term loan",,,"世通華納移動電視傳媒集團有限公司（TOWONA），是中國領先的移動電視傳媒集團。集團下設移動電視技術有限公司、移動電視節目製作公司和移動電視廣告公司三大核心部門，通過在城市公交車上安裝數位移動電視，構建中國城市新型的視聽媒體——數位移動電視。 世通華納專注於為大眾提供吸收資訊的另一條途徑，並為廣告主搭建一個高效的資訊傳播平臺。世通華納的移動電視廣告平臺在為公交乘客提供大量的生活消費資訊及休閒娛樂節目的同時，也幫助廣告主接觸城市中最廣大的中堅消費群體，獲得更高效的廣告到達率，從而增加市場佔有率及提升品牌知名度。   自2003年1月開播以來，世通華納已建成遍及東部沿海城市移動電視網路，各主要城市的移動電視覆蓋率均達到50%以上，被譽為最貼近市民的媒體之一。2006年底，世通華納的收視終端將廣泛覆蓋於全國二十多個主要城市，形成規模龐大的中國移動電視廣告聯播網。

    世通華納的移動電視廣告平臺的收視終端數將達到35000台，日受眾數超過3500萬人次，每天連續播出16-18小時的節目，16檔欄目（如《圖文浮世繪》、《旅遊新幹線》、《電影不停站》、《都市美人記》、《音樂耳邊風》、《天天美食家》、《城市T劇場》……）包括了資訊、娛樂、服務、互動等多種類型；在專業的製作、編播和技術團隊支援下，世通華納根據客戶需求，傳播各類短、新、頻、快的特色公交電視節目。",0,0,0,0,0,0,0,,,,,"12/29/06 11:05:51","01/11/12 00:00:00",,0
641,"021115005900161170244C","Accellion Inc",,"Accellion Inc",,"Updated by RT","1900 Embarcadero Road","Suite 207","Palo Alto","CA","94303","U.S.A.",54,,,,"www.accellion.com","1 650","739 0095","1 650","739 0561","Unlisted",,,,,0,,58,,,,,,,,,,,,"Founded in 1997, Accellion is a leading provider of automated file and document storage & distribution solutions. Our Backup and Recovery Services and Distributed Attachment Management Systems measurably improve the economics and performance needed to manage file and documents across distributed enterprise networks, including LANs, WANs, SANs and VPNs.

Accellion is a privately held company and has raised over $22 million in funding. In October of 2001, Accellion closed a $9.3 million funding round led by Baring Private Equity Partners Asia with participation by TiNSHED.",0,0,0,0,0,0,0,,,,,,"08/22/16 10:43:47","vip",0
2308,,"Ambow Education Co Ltd","安博教育集團","Ambow Education Co Ltd",,"Updated by RT","18th Floor, Building A, Chengjian Plaza","No. 18, BeiTaiPingZhuang Road, Haidian District","Beijing",,"100 088","PEOPLE'S REPUBLIC OF CHINA",38,,,"enquiries@ambow.com","www.ambow.com","86 10","6206 8000","86 10","6206 8100","Private-to-public","AMBO","New York Stock Exchange","U.S.A.","20100805",0,,111,,,,,,,,,"JAFCO Asia invested USD4m in Dec2005; The CID Group invested USD6m in Dec2005 and invested USD5.71m in Jul2007; Avenue Capital Group Invested USD20m in Jul2007 and invested USD50m in Sep2008; and Actis China invested USD50m in Sep2008.

From 9 Nov 2011 to 6 Jan 2012, Baring purchased a total of 11.4m shares (10.9m Class A shares, 0.5m Class B shares) for US$48.2m. Baring also bought 0.2m ADSs for around US$1.6m, based on average share price of US$6.89 per ADS during 9 Nov 2011 to 6 Jan 2012 in the open market.

18 Mar 2013: Baring proposes to acquire outstanding securities of Ambow for US$1.46 per ADS or US$0.73 per ordinary share. Based on outstanding shares of 148m as of March 2012, the equity value of Ambow based on the offer price is around US$108.1 million. Baring is going to acquire the company solely by equity. Also, a number of officials resign from the company at the date of privatisation announcement, including some board of directors, and also the chairman of Ambow's audit committee, which attribute the failure to conduct internal investigation as the reason.

26 Mar 2013: Baring withdrew from the privatisation deal.",,,"Ambow Education Co. Ltd. is a leading e-Learning technology and service provider targeting China's education market. Ambow differentiates itself by offering a full service e-Learning solution through a subscription-based model with services that include an online learning platform, system administration tools, education content and offline support services.",0,0,0,0,0,0,0,,"9.25",,,"11/09/06 19:42:25","03/27/13 16:21:36","apang",0
3794,,"Pasona ADP Payroll, Inc.",,"Pasona ADP Payroll, Inc.",,"To be checked by RT",,,,,,"JAPAN",23,,,,"http://www.payroll.co.jp/saiyo/index.html",,,,,"Unlisted",,,,,0,,110,,,,,,,,,"Pasona Group sold its shares (13,495) for an aggregate of 1.331 bn yen or 98.63 yen/-, therefore total transaction for 27,750 shares should be 2.737 bn yen.",,,,0,0,0,0,0,0,0,,,,,"02/04/08 19:45:56",,,0
2982,,"WNS (Holdings) Ltd. (formerly World Network Services)",,"WNS (Holdings) Ltd",,"Updated by BK","Gate No. 4, Godrej & Boyce Complex, Pirojshanagar",,"Vikhroli West","Mumbai","400 079","INDIA",18,,,"legal@wnsgs.com","http://www.wnsgs.com/","91 22","4095 2100","91 22","2518 8307","Private-to-public","WNS.NYSE","New York Stock Exchange","U.S.A.","20060726",0,,117,,,,,,,,,"1st: Warburg acquired 22,856,644 shares.
2nd: Nalanda acquired 2,210,253 shares. (hedge fund)
3rd: In Jul 2008, Warburg Pincus reportedly commits US$30 million to help WNS acquire Aviva Global Services",,,"WNS Global Services is a recognized leader in business process outsourcing (BPO). Our proposition is simple: We deliver value to our clients by bringing operational excellence and deep industry and functional knowledge to their critical business processes. 

We serve several industries, including travel, insurance, financial services, healthcare, professional services, manufacturing, distribution and retail. We also provide essential corporate functions, such as finance and accounting, human resources (payroll and benefits administration), research and analytics.",0,0,0,0,0,0,0,,,,,"08/14/07 11:11:12","01/07/13 17:04:33","database",0
3907,,"LHI Technology",,"LHI Technology",,"To be checked by RT","545 Orchard Road #13-05",,,,"238882","SINGAPORE",45,,,,"www.lhitechnology.com","65","6356 8484","65","6356 6102","Unlisted",,,,,0,,51,,,,,,,,,"1st: Deal Size Estimation by Fund Size (US$490 m Growth & Expansion Fund): US$490 m x 0.75 / 15 = US$24.5 m
2nd: The deal size is EUR 72 million according 3i's website. Since 3i has 37.5% stake, we estimate the deal to be EUR72.5 m x 37.5% = EUR27 m. According to the press release of 3i's divestment, 3i invested GBP16 m (31.7 m) in equity.",,,"LHI Technology is a leading medical cables manufacturer, dedicated to the manufacturing of Patient Monitoring and Surgical cable interconnects and assemblies. Our proven strategy of offering our customers a competitive solution without compromising on today's Quality in Healthcare standards has made us the trusted supplier in the industry.",0,0,0,0,0,0,0,,,,,"04/28/08 15:53:04","11/17/14 18:24:33","jma",0
3793,,"Ladvik Co. Ltd.",,"Ladvik Co. Ltd.",,"To be checked by RT",,,,,,"JAPAN",23,,,,"http://www.ladvik.com/",,,,,"Unlisted",,"Jasdaq","Japan",,0,,35,,,,,,,,,"Kuramoto sells 217,310 shares to Baring for 2.6 bn yen (11.96 yen/share).",,,,0,0,0,0,0,0,0,,,,,"02/04/08 19:40:04",,,0
1550,,"CMS Computers Ltd",,"CMS Computers Ltd",,"To be checked by RT","201 Arcadia","Nariman Point","Mumbai",,"400 021","INDIA",18,,,"info@CMS.co.in","www.cms.com","91 22","2283 4494","91 22","2204 2734","Unlisted",,,,,0,,58,,,,,,,,,"1st: IFC invests US$22.5 m ($10m debt, $12.5m in equity)",,,"CMS Computers is a US$ 60 million IT company. 
Over 4,000 qualified professionals Worldwide. 
Over 100 research personnel across three R&D centers in- Thiruvananthapuram, Mumbai and Pune. 
Custom products like EDM, Kiosk, Security and Traffic Systems. 
Rated among the top ten solutions vendors in India. 
A countrywide network of offices and support centers. 
And the prestigious ISO 9001 certification for manufacturing operations and customer support operations.",0,0,0,0,0,0,0,,,,"08/02/17 00:00:00",,"08/02/17 14:46:30","atsai",0
4413,,"Minsheng Education Group","民生教育集團有限公司","Minsheng Education Group",,"To be checked by RT","3/F, Block E, No.6 Gongyuan, Jianguomennei Aveune",,"Beijing",,,"PEOPLE'S REPUBLIC OF CHINA",38,,,,"www.minshengedu.com","86 10","6517 5228","86 10","6517 5708","Unlisted",,,,,0,,111,,,,,,,,,,,,"公司是海外一家專業從事高等教育和專業培訓的公司。集團在中國已有近10年的成功辦學經驗。為拓展中國業務，現在北京設立管理總部（辦公地點在建國門內大街貢院6號三層）。
在國內，集團下屬已有幾所全日制本科和專科學歷教育高等學校及專業培訓機構。集團正與香港、美國的教育機構強強聯合，致力於進一步實現高等教育的品牌戰略。
目前，在北京及其他城市，集團正以投資合作方式尋求高等教育專案。真誠希望能夠為中國教育事業盡綿薄之力。",0,0,0,0,0,0,0,,,,,"09/23/08 12:05:05",,,0
4344,,"Nord Anglia Education Ltd",,"Nord Anglia Education Ltd",,"To be checked by RT","4th Floor, Nova South, 160 Victoria Street,",,"London",,,"UNITED KINGDOM",56,,,"enquiries@nordanglia.com","www.nordangliaeducation.com","44","020 7131 0000",,,"Listed","NORD","New York Stock Exchange","USA","20140326",1,,111,,,,,,,,,"1st: Investment made through Premier Education (UK) BidCo Ltd.   Baring offers @GBP0.46 per share. As of 18 Aug 2008, 91.43% shareholders accept the offer.  The offer is expected to be completed on 1 Oct 2008. 
Nord Anglia is comprised of two divisions, International Schools and Learning Services. International Schools operates 9 international schools across China (4 schools), Korea (1 school) and Eastern Europe (4 schools).
According to S&P, there is a $47.7m mezz tranche in the $231.3m LBO facility

@ 27th Dec 2017: changed location from HK to UK per discussion with KN & WK
@ 23rd May 2018: changed back to HK according to CPPIB's annual report",219,1,"Nord Anglia Education is the world’s leading premium schools organisation. We are a global family of 43 international schools, providing outstanding education to over 37,000 students from preschool through to the end of secondary education.",0,0,0,0,0,0,0,,"18",,,"08/26/08 18:39:20","04/27/23 17:21:24","vlee",0
9398,,"PNB Housing Finance Ltd",,"PNB Housing Finance Ltd",26847,,"9th Floor, Antriksh Bhawan, 22 Kasturba Gandhi Marg","Near Connaught Place","New Delhi",,"110001",,18,,,"investor.services@pnbhousing.com","www.pnbhfl.com","91","11 23357174",,,"Private-to-public","540173.BO","Bombay Stock Exchange","India","20161107",0,,12,,,,,,,,,"Feb/2016: Based on notice of Competition Commission of India dated 29/1/2015, Quality Investment Holdings, a vehicle controlled by Carlyle, acquired Destimoney Enterprises Private Limited (DEPL). DEPL owns 49% stake of PNB Housing Finacne Ltd. However, six subsidiaries was hived off from DEPL. Therefore, the net outcome is Carlyle only acquired indirect stake in PNB Housing Finacne Ltd.
29th March 2019:PNB Hosing Finance:General Atlantic at a per share price of Rs.850-aggregating to Rs.925.80 crs and Varde Partners at a per share price of Rs.850-aggregating to  Rs 925.80 crs,

---------------------------------------------------------------------------------------------
(2019 Mar) Deal cancelled on 16 May 2019 (originally annouced on 2019 Mar): General Atlantic Group and Varde Partners each seek to buy 10,891, 733 equity shares at a per share price of INR850.

Punjab National Bank announced on 16 May 2019 that the agreement dated 29 March 2019 for the sale of stake in PNB Housing Financing to Varde Partners and  General Atlantic Group is terminated.  Varde Partners was terminated mutually.  General Atlantic Group was terminated in the absence of regulatory approvals.  

In particular, the reason and status of the agreement with General Atlantic is:
As part of conditions precedent to Completion, following regulatory approvals were required to be obtained, status of which is as set out below:
(i) CCI Approval: Communication from the Competition Commission of India (""CCI"") approving the Transaction has been received by the Acquirer on 8 May 2019, although the final order from the CCI is yet to be received;
(ii) NHB Approval: Official communication from the National Housing Bank (""NHB"") granting its approval to the Transaction has been received by the Company dated 7 May 2019; and
(iii) RBI Approval: The transacting parties to the SPA have not been accorded approval by the Reserve Bank of India (""RBI"") for exemption from application of pricing guidelines under the Foreign Exchange Management (Transfer or Issue of Security to a Person Resident Outside India) Regulations, 2017 (""FEMA 20-R"").
Since all conditions precedent to completion of the Transaction are yet to be fulfilled and accordingly the Completion has not occurred as on date (i.e., 15 May 2019 being the Long Stop Date under the SPA).

---------------------------------------------------------------------------------------------",14,18,"PNB Housing Finance Limited (PNBHFL) is a registered housing finance company with National Housing Bank (NHB). It was incorporated under the Companies Act, 1956 and commenced its operations on November 11, 1988. PNBHFL is a subsidiary of Punjab National Bank (PNB).
On December 9, 2009, it entered into a strategic financial partnership with Destimoney Enterprises Private Limited (DEPL). With over two decades of specialised experience in housing finance, PNBHFL has a robust network of branches spread across the country which help its customers avail financial services (loans and deposits) seamlessly.
PNBHFL provides housing loans to individuals and corporate bodies for construction, purchase, repair and upgradation of houses. It also provides loans for commercial space, loan against property and loan for purchase of residential plots.",0,0,0,0,0,0,0,,"890",,,"07/03/14 00:00:00","05/19/23 15:47:42","jkhaw",0
2780,,"Hidili Industry International Development Limited (formerly known as Sichuan Hidili Industry Co. Ltd.)","恆鼎實業國際發展有限公司","Hidili Industry International Development Limited (formerly Sichuan Hidili Industry Co. Ltd.)",,"To be checked by RT","16th Floor, Dingli Mansion","No. 185 Renmin Road","Panzhihua","Sichuan","617000","PEOPLE'S REPUBLIC OF CHINA",38,,,"pzhslsyrszp@163.com","www.hidili.com.cn","86 812","3357 888","86 812","3352 793","Private-to-public","1393.HK","Hong Kong Stock Exchange","Hong Kong","20070921",0,,87,,,,,,,,,"Baring paid US$42m for a 15% stake in Hidili, together with a US$8m loan",,,"四川恒鼎实业有限公司为Hidili Investment Holding Limited（恒鼎投资控股有限公司）在华设立的外商独资企业。主要以煤炭开采及洗选、焦炭及其副产品生产为主业，现为攀枝花市最大的民营企业。旗下有七家子公司，拥有20个煤矿，4个洗煤厂，1个焦化厂（四座焦炉）。 先后与广州钢铁集团、攀钢集团、西昌新钢业、新余钢铁有限公司等国内大型企业建立产、供、销、运的战略合作伙伴关系。 

2006年生产原煤218万吨，洗选精煤119.5万吨，生产焦炭49.6万吨。2007年计划生产原煤290万吨，精煤160万吨，焦炭60万吨。2006年全年实现含税销售额9.5亿元、纳税1.6亿元、实现利润约4亿元；于2005、2006连续两年入选四川省100强企业。 

四川恒鼎实业及其子公司注册资本累计近2.5亿，资产总额超过16亿，员工4千多人。2005年首次入选四川省100强企业。2005年5月与Melco International Development Limited(香港新濠国际发展有限公司)结成战略合作伙伴,并展开公司境外上市工作。2005年10月与中国钢铁研究总院合作，开始以焦炉煤气综合利用、直接还原铁、粗苯硫氨项目为主的恒鼎三期工程建设，并设立直接还原铁项目的国家级试验基地。2005年12月原攀枝花市三联实业有限公司正式更名为四川恒鼎实业有限公司，并导入公司VI系统。2006年8月份完成公司境外重组，四川恒鼎实业有限公司变更为外商独资企业。

2006年9月与Baring Private Equity Partners Asia （霸菱亚洲投资 ）建立战略合作伙伴，并获得其战略投资USD50,000,000.00$。2006年9月设立六盘水恒鼎实业有限公司，至今已经收购五个煤矿，累计储量约1.17亿吨（JORC规程）。2006年12月，通过ISO9001:2000质量管理体系认证。2007年1月，与世界顶级投资银行UBS AG达成战略合作关系，并聘请其作为公司上市业务的主承销商兼联席保荐人。

因公司发展需要，特招聘以下岗位：

1、成本分析员（6名）要求：性别不限，会计、经济管理、统计学专业毕业，大学专科以上学历，能熟练操作电脑，初级以上职称，有1年以上工作经验。熟悉各部门、各工序成本构成、成本差异预算完成情况，成本变动趋势及变动原因等工作流程者优先。工作地点：攀枝花市

2、投资管理员（4名）要求：性别不限，会计、经济管理、统计学

专业毕业，大学专科以上学历，能熟练操作电脑，初级以上职称，有1年以上工作经验。熟悉各部门投资预算，项目审批，过程监督，效果评价等工作流程者优先。工作地点：攀枝花市    

3、会计（2名）要求：男女不限、应往届毕业均可，会计专业全日制本科以上学历，英语六级以上，较强的沟通能力，熟悉办公及财务软件使用。能爱岗敬业、廉洁自律、务实工作、吃苦耐劳者优先。工作地点：攀枝花市

以上人员一经录用，公司将提供住宿及良好的发展空间。",0,0,0,0,0,0,0,,"12.12","Dead",,"05/21/07 15:39:46","06/11/09 00:00:00",,0
4282,,"Kerala Institute of Medical Sciences (KIMS Hospital)",,"Kerala Institute of Medical Sciences (KIMS Hospital)",,"To be checked by RT"," P.B.No.1, Anayara P.O., Thiruvananthapuram",,"Kerala",,"695 029","INDIA",18,,,"marketing@kimskerala.com","http://www.kimskerala.com/",,,,,"Unlisted",,,,,0,,50,,,,,,,5,,"Reportedly to be invested in by ICICI's I-Ven Medicare and a Singapore-based PE firm focused on healthcare (BioVeda Capital?)
Nov/2015: The Carlyle Group, Apax Partners LLP, Baring Private Equity Asia, Bain Capital, and TPG Capital are reportedly bidding for a majority stake in KIMS, which will also likely see Ascent and OrbiMed selling theirs controlling interest to the new investor.",28,,"KIMS - A Profile 
 

Kerala Institute of Medical Sciences (KIMS) is a prestigious 450 bed multispeciality hospital, at Trivandrum, and is the first venture of 'KIMS Health Care Management Limited', a Public Limited Company. Commissioned in the year 2002 January, this hospital with state of the art infrastructure is easily accessible by road & rail.  
 
KIMS has established itself as an eminent brand with state of the art facilities and is fast developing into a world-class center of health care, learning and research.
 

More than 1000 highly trained, skilled and motivated medical and para-medical staff handles most modern diagnostic and operational equipments. General facilities, medical and surgical results at KIMS are comparable with the best in the world. The exceptional facilities at KIMS, which has been awarded the ISO 9001:2000 certificate, include a high end Cardiac Catherisation Laboratory, Hi-Tech Operation Theatres, A 24-hour emergency department, MRI, CT Scan, facility for Open Heart Surgery, Blood Bank, Neurology and Neurosurgery departments, Arthroscopy and joint replacements, Cosmetic, microvascular and reconstruction surgeries, etc.  
 
KIMS as pioneer has taken big leap in Medical Tourism. It is presently empanelled with Government and Semi-Government Institutions in India, Republic of Maldives, Sultanate of Oman, Bahrain, UAE and UK. Today constantly growing number of International patients are arriving from USA, Australia, New Zealand and Europe. The satisfied smile and good will of these returning patients are the marketing tools of KIMS.",0,0,0,0,0,0,0,,,,,"12/08/08 13:50:52","03/31/17 11:23:31","vip",0
11027,,"ICICI Home Finance Co Ltd",,"ICICI Home Finance Co Ltd",,,"ICICI Bank Towers","Bandra-Kurla Complex","Mumbai","Maharashtra","400 051",,18,,,,"www.icicihfc.com","91","22 26531414",,,"Unlisted",,,,,0,,12,,,,,,,,,"Nov/2015: TPG, Baring Private Equity Asia, Piramal Group are bidding to acquire the company. It is expected to fetch 44 billion rupees (US$674 m) for the asset.",,,"ICICI Home Finance Company Limited (""ICICI Home Finance"" or ""ICICI HFC"") is one of the leaders in the Indian mortgage finance and realty space. Part of the ICICI Group, we have been driving innovation and growth in this sector. ICICI Bank is India's second-largest bank with total assets of 4,736.47 billion (US$ 93 billion) at March 31, 2012 and profit after tax Rs. 64.65 billion (US$ 1,271 million) for the year ended March 31, 2012 The Bank has a network of 2,755 branches and 9,363 ATMs in India, and has a presence in 19 countries, including India.",0,0,0,0,0,0,0,,,,,"11/04/15 00:00:00","11/04/15 18:34:39","glam",0
5490,,"Bushu Pharmaceuticals Ltd.","武州製薬株式会社","Bushu Pharmaceuticals Ltd",25136,"Updated by RT","1 Oaza-Takeno,",,"Kawagoe","Saitama","350-0801","JAPAN",23,,,,"https://www.bushu-pharma.com","81","49 233 4651","81","49 233 4655","Unlisted",,,,,0,,52,,,,,,,2,,,24,15,"Bushu Pharmaceuticals Ltd., was established in 1998 by Shionogi & Co., Ltd.  The pharmaceutical contract service provided by the company is  extensive from product development & clinical trial services to commercial manufacturing and packaging.",0,0,0,0,0,0,0,,,,,,"05/01/23 10:10:42","M.Kita",0
2501,,"Bhushan Power & Steel Ltd",,"Bhushan Power & Steel Ltd",,"Updated by RT","4th Floor, Tolstoy House, 15-17, Tolstoy Marg, Connaught Place",,"New Delhi",,"110 001","INDIA",18,,,,"www.bhushanltd.com","91 11","3045 1000","91 11","237 2737","Unlisted",,,,,0,,90,,,,,,,,,,,,"Bhushan Power & Steel Ltd., an ISO 9002 certified company, is a merged entity of Bhushan Industries Ltd., Bhushan Metallics Ltd. and Décor Steel Ltd. having turnover of more than INR 2500 Crores (USD 540 Million) is a leading manufacturer of Flat, Round and value added products in Steel. Bhushan Power & Steel Ltd. has by continuous up-gradation of technology, redesigning structures, integrating and synergizing operations made a special place in production of various value added products in Secondary Steel segment among the steel producers in India. From production of special steel for vehicles and White Goods segment to high class Steel for exports, Bhushan has made its mark. 

Bhushan Power & Steel Ltd. is having 7 World class and state of art plants at Chandigarh, Derabassi, Kolkata and Orissa in India. A completely integrated plant is commissioned under Phase I in Orissa and Phase II is all set for take off. In Orissa plant, technology and equipments are procured from world-renowned Companies like Luirgi from Germany, ABB Ltd., SMS Demag, Siemens etc. Bhushan is selling its Value added range of products in Secondary Steel through a large distribution network in India (comprising more than 25 sales offices) and Abroad. 

A rock-solid foundation combined with continuous upgradation and innovation has ensured that we have constantly surpassed our goals. Our end-to-end portfolio offers a wide spectrum of products with consistently superior quality. In addition to our export thrust, we supply to fast-growing sectors like automotive, white goods, construction, furniture, fasteners, telecommunication, etc.",0,0,0,0,0,0,0,,,,,"12/28/06 11:28:46",,,0
3322,,"Karvy Stock Broking Ltd",,"Karvy Stock Broking Ltd",,"To be checked by RT","""Karvy House"", 46 Avenue 4, Street No. 1, Banjara Hills",,"Hyderabad",,"500 034","INDIA",18,,," mailmanager@karvy.com","karvy.com","91 40","23312454, 23320751","91 40","23311968","Unlisted",,,,,0,,14,,,,,,,,,,,,"KARVY, is a premier integrated financial services provider, and ranked among the top five in the country in all its business segments, services over 20 million individual investors in various capacities, and provides investor services to over 300 corporates, comprising the who's who of Corporate India. KARVY covers the entire spectrum of financial services such as Stock broking, Depository Participants, Distribution of financial products like mutual funds, bonds, fixed deposit, Merchant Banking & Corporate Finance, Insurance Broking, Commodities Broking, Realty Services, Personal Finance Advisory Services, placement of equity, IPOs, among others. Karvy has a professional management team and ranks among the best in technology, operations, and more importantly, in research of various industrial segments.",0,0,0,0,0,0,0,,,,,"10/12/07 15:30:22","05/19/17 15:25:05","rtang",0
2981,,"Pratibha Syntex",,"Pratibha Syntex",,"To be checked by RT","301, Acne Plaza, opp. Sangam Cinema,","Andheri Kurla Road, Andheri (E)","Mumbai",,"400 059","INDIA",18,,,"mumbai@pratibhasyntex.com","www.pratibhasyntex.com","91 22","6692 1428","91 22","2836 1464","Unlisted",,,,,0,,97,,,,,,,,,,,,"Pratibha Syntex Ltd. launched its operations in the year 1997. India's first vertical manufacturing set up, Pratibha made its foray into organic farming in the year 1999. In the following year, the company adopted forward integration into Knitting-Dyeing-Garments in 2000. Today, Pratibha is proud to be an Integrated Textile Company having a turnover of Rs. 312 crores and interests in raw cotton, cotton yarn, synthetic yarn, knitted fabric and garments. It enjoys the unique distinction of being the largest organic cotton producer in India.",0,0,0,0,0,0,0,,,,,"08/14/07 10:57:59",,,0
3423,,"Courts Asia Ltd (Previously known as Courts (Singapore) Ltd) and Merged with Courts Mammoth Bhd refer to ID:2980)",,"Courts Asia Ltd",,"To be checked by RT","50 Tampines North Drive 2 S(528766)",,,,,"SINGAPORE",45,,,"eCourts@courts.com.sg","www.courts.com.sg","+65","63097888","+65","67842073","Private-to-public","RE2.SGX","Singapore Stock Exchange","Singapore","20121015",0,,95,,,,,,,,,"Asia Retail Group's shareholding: Baring - 43.75%, TII (through Topaz) - 43.75%, DBIA - 12.50%.  Singapore Retail Group is 100% owned by ARG.
1st: SRG acquires 127,202,244 shares (79.07%) @ S$0.645/-
2nd: SRG purchases 802,000 shares @ avg. price of S$0.49/-
3rd: During May 2008, SRG purchases 7.932 m shares @ S$0.47/-, 3.847 m shares @ S$0.50/-, and 165,000 shares @ S$0.48/-
4th: During June 2008, SRG purchases 3.876 m shares @ S$0.54/- and 675,000 @ avg. price of S$0.53/-
5th: SRG purchases 339,000 shares @ S$0.54/-
6th: Exit offer  - SRG purchases 16,045,985 shares @ S$0.55/-",,,"The Group's principal activity is retailing household furniture, furnishings, home appliances and information technology products. The Group operates in Singapore and Thailand.

BACKGROUND
Courts is a retailer of household furniture/furnishings, electronics entertainment products, digital and IT solutions and household appliances in Singapore. It is part of Courts plc's international chain of home-furnishing stores, the first of which opened in England in 1850. 

Courts Singapore started in 1974 as a furniture retailer with a modest 20,000 sq ft showroom along Orchard Road. Four years later, the Company began selling electrical household equipment as well, providing customers with a wider range of household items - all under one roof.  


Courts (Singapore) Limited (Courts) is a retailer of furniture, electronics and information technology products. The Company operates in Thailand and Singapore. Its subsidiaries include Memphis King Limited, Crimson Wave Limited, M. Brown Limited and Courts Megastore (Thailand) Limited. Memphis King Limited, Crimson Wave Limited and M. Brown Limited are investment holding companies. Courts Megastore (Thailand) Limited is engaged in the retailing of household furniture, furnishings, home appliances and information technology products. On June 2007, Singapore Retail Group Limited became the Company’s immediate holding corporation and Asia Retail Group Limited its ultimate holding corporation.",0,0,0,0,0,0,0,,"SG$0.79",,,"02/01/08 11:08:26","03/25/13 11:13:48","dhung",0
